clade_name	downstream_1.5km_2012	downstream_17.5km_2011	downstream_2.3km_2011	downstream_2.7km_2011	effluent_point_2011	upstream_1.9km_2011	upstream_150m_2012	upstream_2.2km_2011
UNCLASSIFIED	92.6091	98.59995	97.33405	98.11041	96.75502	98.1672	88.27704	94.85458
Planktothricoides_sp_FACHB_1261	4.993868067454689	0.0	0.0007208738925927	0.017371942734674	0.0156978969621874	0.0330828623349122	9.159324727629038	0.0154799894219102
Aliarcobacter_cryaerophilus	0.5188398841070316	0.0345965729184852	0.03972884249107	0.1238643042373791	0.3121242031817895	0.2115973306168072	0.5628593261993041	0.4728788166338296
GGB41707_SGB58791	0.4787701056790835	0.0013955729611283	0.081814654687914	0.0195141705563197	0.1046232252968541	0.0022468355790657	0.0595139677947407	0.2904670669270099
Methylomonas_sp_MP1	0.1781370125659118	0.0219762139836909	0.0013796310629318	0.001983880206356	0.0179453674922045	0.0004860598707629	0.1414645150529823	0.0394581508661662
GGB41812_SGB58908	0.1562414636232214	0.6760346950973984	1.766142369829176	0.9129501526091678	1.089094170366517	0.0006493627911436	0.0	0.0019532005931717
GGB27265_SGB75289	0.091550371374924	0.0189589594807538	0.0345952819600913	0.014715368601789	0.0471968811303603	0.0028142719892776	0.0052554044482404	0.0989191133918558
GGB74951_SGB62012	0.0791077868533984	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB75611_SGB103138	0.0771898476295577	0.0	0.0	0.0	0.0029305380243408	0.0	0.0332533577021611	0.0039233810650512
Alishewanella_agri	0.0745690335687719	0.0	0.0	0.0021155846071399	0.0	0.0	0.0093033436763855	0.0
Candidatus_Nitrotoga_fabula	0.0558338345764255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidovorax_temperans	0.0413624472921089	0.0069823449756613	0.0032977847823123	0.017419938312578	0.1198752625264046	0.0725000818317538	0.0408627331814225	0.2296338214766657
Aliarcobacter_cibarius	0.0380165856865879	0.0	0.0	0.0	0.0	0.0057570236050277	0.1603971007855461	0.0069231596367559
GGB15354_SGB23395	0.0378724630859525	0.0016414222909579	0.0	0.0	0.0	0.0013630570357706	0.0095002894598573	0.0148805482493483
GGB25801_SGB37786	0.0336367368077902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macellibacteroides_fermentans	0.0332014126448452	0.0089047579300406	0.0012116759770096	0.0175850884507203	0.016577610015447	0.0441476890535499	0.0290190233575159	0.607366659584216
Desulfomicrobium_escambiense	0.0327306121494361	0.0	0.0	0.000257740032524	0.0030557941064353	0.001317236912207	0.0758663293045569	0.0290438252587384
Desulforhabdus_sp_TSK	0.0299560673146392	0.0009880174946511	0.0126723445305122	0.0028810573870188	0.0177821451883352	0.0	0.0013082827044917	0.0101225804187216
Bacteroides_graminisolvens	0.0277668819655	0.0	0.0073852250638332	0.0053214624603675	0.0079372118342794	0.0054474628502319	0.0146900453136072	0.7092495336232449
GGB25719_SGB61051	0.0239184389834041	0.0	0.0254134706676401	0.007900941334257	0.0196207487146242	0.0	0.0098707351001973	0.0040576764693762
Sulfurivermis_fontis	0.0208135208025352	0.0	0.0009424146487853	0.0	0.0	0.0	0.0	0.0
Bacteroidales_bacterium_CF	0.0206317045986566	0.0035947764195356	0.0012735261038889	0.0072531899915207	0.0085307179849294	0.0409153542568778	0.0206242093370274	0.1165406256980602
Betaproteobacteria_bacterium_SCN2	0.0203301557727117	0.0135183530131126	0.0073566993587639	0.001341041796791	0.0096748966001243	0.0	0.0	0.0030162439086334
Nitrosomonas_nitrosa	0.0191298731910095	0.0	0.0465883414764295	0.0	0.0238992498607802	0.0	0.0	0.0
Aliarcobacter_butzleri	0.0183434811547218	0.0	0.0	0.003199075330375	0.0	0.0225997679050382	0.1788537342080528	0.0130173924675056
